timestamp;electricity_demand_rate_W;produced_electricity_rate_W;drybulb_C;relhum_percent;Global Horizontal Radiation;dni_Wm2;dhi_Wm2;Wind Speed (m/s);wdir_deg;ev_status;tar_s;tar_w;tar_sw;tar_flat;tar_tou;ev_conn;ev_arrival;ev_departure
24/07/2000 03:20;44.98;0.0;14.34548845;83.63627888;0.0;0.0;0.0;3.154558167;277.1818606;0.7308853756377092;0.3222;0.2918632383;0.3140632383;0.3;0.21;1;0.2691146243622908;0.1546074843229768
24/07/2000 03:25;44.98;0.0;14.27882876;83.80292811;0.0;0.0;0.0;3.129560783;277.0985359;0.7308853756377092;0.3222;0.2918632383;0.3140632383;0.3;0.21;1;0.2691146243622908;0.1546074843229768
24/07/2000 03:30;44.98;0.0;14.21216907;83.96957734;0.0;0.0;0.0;3.1045634;277.0152113;0.7308853756377092;0.3222;0.2918632383;0.3140632383;0.3;0.21;1;0.2691146243622908;0.1546074843229768
24/07/2000 03:35;44.98;0.0;14.13869805;84.20433984;0.0;0.0;0.0;3.086377344;276.3188672;0.7308853756377092;0.3222;0.2918632383;0.3140632383;0.3;0.21;1;0.2691146243622908;0.1546074843229768
24/07/2000 03:40;44.98;0.0;14.0637059;84.45431368;0.0;0.0;0.0;3.069712421;275.4856211;0.7308853756377092;0.3222;0.2918632383;0.3140632383;0.3;0.21;1;0.2691146243622908;0.1546074843229768
24/07/2000 03:45;44.98;0.0;13.98871374;84.70428752;0.0;0.0;0.0;3.053047499;274.6523749;0.7308853756377092;0.3222;0.2918632383;0.3140632383;0.3;0.21;1;0.2691146243622908;0.1546074843229768
24/07/2000 03:50;44.98;0.0;13.91372159;84.95426136;0.0;0.0;0.0;3.036382576;273.8191288;0.7308853756377092;0.3222;0.2918632383;0.3140632383;0.3;0.21;1;0.2691146243622908;0.1546074843229768
24/07/2000 03:55;44.98;0.0;13.83872944;85.2042352;0.0;0.0;0.0;3.019717653;272.9858827;0.7308853756377092;0.3222;0.2918632383;0.3140632383;0.3;0.21;1;0.2691146243622908;0.1546074843229768
24/07/2000 04:00;44.98;0.0;13.76373729;85.45420904;0.0;0.0;0.0;3.003052731;272.1526365;0.7308853756377092;0.3218986754500001;0.293110129325;0.315008804825;0.3;0.21;1;0.2691146243622908;0.1546074843229768
24/07/2000 04:05;44.98;0.0;13.68874514;85.70418288;0.0;0.0;0.0;2.986387808;271.3193904;0.7308853756377092;0.3218986754500001;0.293110129325;0.315008804825;0.3;0.21;1;0.2691146243622908;0.1546074843229768
