episode,train_reward,best_eval_reward,phase,evals_since_best,anchor_candidate_count,anchor_updates,n_critic_updates,n_actor_updates,critic_loss,critic_main_loss,actor_loss,alpha_loss,q1_mean,q2_mean,q_return_corr,backup_mean,q_pi_mean,q_pi_std_mean,logp_mean,violation_mean,proj_delta_mean,kl,kl_from_best,kl_beta,alpha,lambda_value,actor_lr,critic_lr,eval_mean_reward,eval_worst_reward,eval_robust_reward,eval_energy_cost_mean,eval_bess_cost_mean,eval_ev_cost_mean,eval_pv_cost_mean,eval_grid_penalty_mean,eval_bess_abs_power_mean,eval_ev_abs_power_mean,eval_pv_cmd_mean
10,-426.2669287713652,-79.550619281134,1,11,0,0,252,126,0.170957716078394,0.170957716078394,2.708243599013677,-1.0652630651990573,-2.6793414827377076,-2.6805042094654508,0.2955373139490211,-2.6683885057767234,-2.6717454459932117,0.035417833853335606,0.11893211877239603,0.07174278201077074,0.0,,17.731664222147728,,0.2994543489009615,0.0,0.0001,,-90.61939237973802,-146.48223111853895,-143.60973788332058,0.013623285721338385,0.0003777810885398085,0.030910818892130335,3.8209130753747435e-05,6.693368029143612e-10,0.1813349174027622,0.3759932132557425,0.01445207599644971
11,-789.3198340269628,-79.05440854742545,1,12,0,0,252,126,0.09830926756359755,0.09830926756359755,2.092260209340898,-2.1949346330430775,-2.3212240026110695,-2.321264988846249,0.25910818659596974,-2.315435709461333,-2.326451920327686,0.038120816683485395,-0.7953089934492868,0.1881177272825014,0.0,,39.6240670037648,,0.2944327524257085,0.0,0.0001,,-79.05440854742545,-115.96833144532866,-114.23275865576579,0.013809630859225786,0.00039152057730496335,0.024976516005587937,3.5828275613223545e-05,6.529113598980578e-10,0.18792987171999087,0.37492780587885993,0.013388473392942904
12,-793.7389484823507,-53.69915978120142,1,13,0,0,252,126,0.10471295343623274,0.10471295343623274,2.033787050890544,-2.232318539468069,-2.2509516222136363,-2.2508299842713373,0.39596610457178144,-2.2458131351168196,-2.2670844320266967,0.04409503883549145,-0.8040697617190224,0.1982256407065997,0.0,,38.72704212249271,,0.2901137430989553,0.0,0.0001,,-53.69915978120142,-82.47368721375096,-81.06292654812569,0.014707785203250645,0.00042205300912943953,0.011470930869988,3.571824989968206e-05,5.913159485869204e-10,0.20258543869386866,0.4108513237498257,0.013379403198984412
13,-777.51164890779,-52.65003536632734,1,14,0,0,252,126,0.10989203726843236,0.10989203726843236,2.012349534602392,-2.2516932430721464,-2.2247764307355125,-2.2242395281791687,0.47319499911769985,-2.2206756813185557,-2.24119220082722,0.0520342741279848,-0.7996698565899379,0.21436359224811433,0.0,,0.5760206400402008,,0.2861415838438367,0.0,0.0001,,-52.65003536632734,-81.24925486936627,-79.97063393434473,0.015767345415446634,0.0002801725836941646,0.010025756926370812,4.281342087014606e-05,6.303263757506407e-10,0.13448283655899107,0.440592967317484,0.016349229526626187
14,-759.0688787242689,-52.276086241611814,1,15,0,0,252,126,0.12663952429734526,0.12663952429734526,2.020817907083602,-2.2784051195023554,-2.227635127211374,-2.227470644882747,0.5190774295774717,-2.224487190208738,-2.2472057796659923,0.05738046094183884,-0.8017496163882907,0.21678102548633302,0.0,,0.034543634096663146,,0.2823388148394842,0.0,0.0001,,-52.276086241611814,-81.35294924868504,-80.02796629780642,0.01575034443020069,0.0003162207056138704,0.009823277474928853,4.075506242851787e-05,6.5085817952102e-10,0.15178593466423018,0.4506194244629196,0.015544245251602862
15,-724.8722239064664,-51.30547775655282,1,16,0,0,252,126,0.1417201433981222,0.1417201433981222,2.0419704961398293,-2.3052460636411394,-2.2499153784343173,-2.2502537379189143,0.5374293404202612,-2.2478352226908247,-2.2660706232464505,0.0646444380519882,-0.804172036193666,0.22711977646464393,0.0,,0.00484875685513197,,0.2786412338415782,0.0,0.0001,,-51.30547775655282,-80.39002958321362,-79.10390740801085,0.015299650037740248,0.0003600523617444244,0.00975262651447364,3.6816148504269796e-05,6.426454580128683e-10,0.17282512904484829,0.4472829124695627,0.013921214112454158
16,-699.1322749841493,-50.88817167296471,1,17,0,0,252,126,0.1597987910998719,0.1597987910998719,2.128081802337889,-2.333805897879222,-2.333351151337699,-2.3336154544164263,0.5687958560292683,-2.3311502167156766,-2.3503380559739613,0.07128364202522096,-0.8080422348446317,0.22469618372500888,0.0,,0.004022945336709242,,0.27502616057320245,0.0,0.0001,,-50.88817167296471,-79.63530646550498,-78.48223479182707,0.015089968384960654,0.0003693616630475751,0.009749182807219989,3.363519762231398e-05,5.707841448165412e-10,0.17729359355055427,0.43805149776821645,0.012662006208515583
17,-671.7863153140861,-50.88817167296471,1,18,0,0,252,126,0.1787160946617997,0.1787160946617997,2.2241211107798984,-2.355833986448863,-2.4318210227148875,-2.4316262091909135,0.5955731085841618,-2.430263486173418,-2.4432143654142107,0.0801058995227019,-0.8069463249236818,0.22784796706031238,0.0,,0.00397762533883372,,0.2714818630899702,0.0,0.0001,,-51.30759710828752,-79.77264683858812,-78.86035680142959,0.01514230800558411,0.00035625209567588506,0.009919137018804296,3.249923640032589e-05,6.200604738654511e-10,0.17100100131784246,0.43794811547120355,0.012227809914975296
18,-719.3538918732957,-50.88817167296471,1,19,0,0,252,126,0.20407276695209836,0.20407276695209836,2.4162847333484225,-2.38230524176643,-2.6130973744013954,-2.6132075663596863,0.6289426126177349,-2.609014079684303,-2.6332116316235257,0.08659728273512825,-0.8093419358843849,0.2254143725075419,0.0,,0.005935178398864255,,0.26800061927901375,0.0,0.0001,,-52.25846243697481,-83.85393742632004,-82.12795806826944,0.015037073754429137,0.00039296529627359805,0.010461856623015185,2.9960122115079023e-05,5.892627682098824e-10,0.1886233371133034,0.4394194967676725,0.011197725853046679
19,-739.1272885689687,-50.88817167296471,1,20,0,0,252,126,0.21465974094139206,0.21465974094139206,2.56178209138295,-2.406418162678915,-2.753451771206326,-2.752866998551384,0.6361436129562439,-2.7497014971006486,-2.77610527144538,0.09398934865991275,-0.809978997896588,0.23475738058960627,0.0,,0.005847812347513225,,0.2645773660568964,0.0,0.0001,,-53.33278278372529,-86.71458403133147,-85.65836515067349,0.015070719279854266,0.00036923768943811414,0.010985105558505443,2.9690283099072022e-05,5.789968663246928e-10,0.1772340860577527,0.4367119077054495,0.011091643346085082
20,-660.8289117783097,-50.88817167296471,1,21,0,0,252,126,0.2313971251012787,0.2313971251012787,2.703856036776588,-2.43221047946385,-2.894962289976695,-2.896009081885928,0.6447028860686317,-2.8901319787615822,-2.9159511725107827,0.09824364963505003,-0.8119035060443576,0.2394397340360142,0.0,,0.007940641426969142,,0.26120651785343413,0.0,0.0001,,-57.281088813188454,-98.20333188952281,-97.05286536709309,0.01486346805379933,0.00040003885940206326,0.013121568556255417,2.8162483021646202e-05,5.276673568987448e-10,0.19201864725811577,0.4303286624336753,0.010491428207008692
21,-709.9414997744898,-50.88817167296471,1,22,0,0,252,126,0.24569126922223303,0.24569126922223303,2.8338199778208657,-2.4560248359801276,-3.0220445744575017,-3.0235302031986295,0.6360173258516524,-3.0170246022088185,-3.0433397084947615,0.10412145003912941,-0.8123693820976076,0.24509070896440083,0.0,,0.008324973355416977,,0.2578848817991832,0.0,0.0001,,-58.0505549928749,-100.92424865907014,-99.69114126124441,0.01490645719598819,0.00040080595777490237,0.013458783119952467,2.887134381130069e-05,5.769436859476549e-10,0.19238685440055278,0.43125263830713606,0.010760860457290624
22,-693.1767861345288,-50.88817167296471,1,23,0,0,252,126,0.2656845740146107,0.2656845740146107,2.981821898430113,-2.4813587097894576,-3.170633244136023,-3.171153394002763,0.6319858292265544,-3.1616251109138367,-3.1890893436613537,0.11005662872441231,-0.813968638105998,0.24185445857426477,0.0,,0.009547510694357612,,0.2546130631651197,0.0,0.0001,,-59.01307106914021,-102.24783865503923,-101.13481885253168,0.015128988430168225,0.00037610979133978424,0.013734891398465074,3.2366423132818044e-05,6.097945719802615e-10,0.1805326948521373,0.4325982026421973,0.012188269107518164
23,-756.8095992132876,-50.88817167296471,1,24,0,0,252,126,0.2857012387424234,0.2857012387424234,3.180937925974528,-2.5073499849864413,-3.37702816346335,-3.3769556605626665,0.6402499663924414,-3.36335779939379,-3.38609798938509,0.11466728789465767,-0.8160335724315946,0.2448041835238063,0.0,,0.011170315911017713,,0.25138494916378507,0.0,0.0001,,-58.972564767982135,-102.40387765430205,-101.15763775072264,0.015159934849765015,0.000382469639101277,0.013676830658722319,3.302849145574965e-05,6.015818504721099e-10,0.1835854217365739,0.43338085189385395,0.012472790544097936
24,-684.5375945769119,-50.88817167296471,1,25,0,0,252,126,0.29447469109344104,0.29447469109344104,3.353990392079429,-2.5307848169690086,-3.5326848701825218,-3.5335174836809675,0.6320935307987152,-3.521052238487062,-3.5566053901399886,0.1164291189421737,-0.8162459021522885,0.24516032730776166,0.0,,0.01160181091270513,,0.24820259047879112,0.0,0.0001,,-58.45973262604093,-102.20524789995397,-100.59293772796082,0.01524918109691322,0.00038446286898366537,0.01332998570401058,3.425297711934697e-05,6.118477523572994e-10,0.18454217206115128,0.43338698137369763,0.013018975572443137
25,-678.5384199759646,-50.88817167296471,1,26,0,0,252,126,0.3141377944321859,0.3141377944321859,3.456813274867951,-2.551537279098753,-3.6526384079267107,-3.653474980876559,0.6220913075265431,-3.6428784217153276,-3.6564574147027638,0.1213697742020327,-0.8145769621644702,0.23426265754396952,0.0,,0.0134306735255652,,0.24506720297393345,0.0,0.0001,,-57.40840940808531,-100.22608660680635,-97.90939999599959,0.015324640229841776,0.0003862118332374975,0.012729885639150063,3.565520152167629e-05,6.344327365047165e-10,0.1853816748729774,0.4340115524364992,0.013552711509147886
26,-770.1328463877144,-50.88817167296471,1,27,0,0,252,126,0.35183759885174887,0.35183759885174887,3.6282044951877896,-2.5755471407421053,-3.821607463889652,-3.8224865652266002,0.6126059811739695,-3.81032646553857,-3.8254959734659346,0.1264444398619826,-0.8152600697108677,0.24509259904660877,0.0,,0.012733242371016078,,0.24197418479219315,0.0,0.0001,,-58.120583761464765,-102.08837745000164,-98.51468324501093,0.0155173930859731,0.0003488091670672988,0.012924290467120026,3.9161248243214715e-05,6.631772617832475e-10,0.16742839565668155,0.43341246122767424,0.014984497426690084
27,-716.1770506597531,-50.88817167296471,1,28,0,0,252,126,0.39032718125316834,0.39032718125316834,3.841103852741302,-2.6017018670127507,-4.018252532633524,-4.017986111224643,0.6007602699692287,-4.0010506548578775,-4.036426356860569,0.13411633895030098,-0.8174353199345725,0.2496145763804042,0.0,,0.012310975009486788,,0.23892260059004738,0.0,0.0001,,-56.6744799105663,-98.61407174777924,-94.52496073722978,0.015708322547232853,0.00033377694293777044,0.012028908951463723,4.133213786143688e-05,6.405922776358304e-10,0.16021292821489394,0.434623455169358,0.01587532424757812
28,-766.0790557912696,-50.88817167296471,1,29,0,0,252,126,0.41017649760321967,0.41017649760321967,4.056015247390384,-2.621492556163243,-4.227722428147755,-4.226331830024719,0.6055588405283671,-4.207251150456686,-4.24834404294453,0.1376736175919336,-0.8151789998251294,0.26309102915582205,0.0,,0.011774366381504232,,0.23591155440561354,0.0,0.0001,,-58.143006798166084,-101.12680979457946,-96.72283040026014,0.015922671949557904,0.00032380243980931005,0.012547858640286375,4.6443403442457646e-05,7.042408693240058e-10,0.1554251668762869,0.4297469488988093,0.01801188820642318
29,-697.0793297260107,-50.88817167296471,1,30,0,0,252,126,0.4184903691685389,0.4184903691685389,4.25089550775195,-2.6471475135712397,-4.41773261721172,-4.418270881213839,0.5955351645511294,-4.398549804611812,-4.441229165546478,0.1417346683049959,-0.8170048807348523,0.2632620202170478,0.0,,0.013745329268868007,,0.23294131670679366,0.0,0.0001,,-59.166318055115504,-104.6426414293046,-99.59214164127616,0.01608890557984007,0.00031357853186479186,0.012898512800685607,4.7374436734841465e-05,7.329853946025366e-10,0.15051769116331662,0.4332767335677012,0.018397515690025467
30,-676.634380502277,-50.88817167296471,1,31,0,0,252,126,0.44076086509795415,0.44076086509795415,4.393904685974121,-2.6700317992104425,-4.569097210490514,-4.5704662175405595,0.5873446868998664,-4.549936232112703,-4.5818220055292525,0.1474654163633074,-0.8169172472423978,0.25968615072114126,0.0,,0.012692133888661389,,0.2300103460512464,0.0,0.0001,,-60.975808931980886,-107.88889877948895,-103.15779845230827,0.015754740495024778,0.0003336579368994383,0.014109858638755897,4.7679133072775965e-05,7.411981161106884e-10,0.16015580532919596,0.42136055853639665,0.018539615957125333
