,Pgrid,Ppv,Load,PBESS,EBESS,Pev,Eev,ev_status,chi_pv,tariff,pv_available,pv_used
2000-01-08 12:05:00,0.11699241066485927,0.09149020543514072,0.2084826161,0.0,4.384450866980021,0.0,0.0,0.0,0.0,1.0,0.09149020543514072,0.09149020543514072
2000-01-08 12:10:00,0.11699368572661115,0.09148893037338884,0.2084826161,0.0,4.380066416113041,0.0,0.0,0.0,0.0,1.0,0.09148893037338884,0.09148893037338884
2000-01-08 12:15:00,0.11699496078836304,0.09148765531163695,0.2084826161,0.0,4.375686349696928,0.0,0.0,0.0,0.0,1.0,0.09148765531163695,0.09148765531163695
2000-01-08 12:20:00,0.1179218812195552,0.09056073488044479,0.2084826161,0.0,4.371310663347232,0.0,0.0,0.0,0.0,1.0,0.09056073488044479,0.09056073488044479
2000-01-08 12:25:00,0.11888853081176566,0.08959408528823433,0.2084826161,0.0,4.366939352683884,0.0,0.0,0.0,0.0,1.0,0.08959408528823433,0.08959408528823433
2000-01-08 12:30:00,0.11985518040397612,0.08862743569602387,0.2084826161,0.0,4.3625724133312005,0.0,0.0,0.0,0.0,1.0,0.08862743569602387,0.08862743569602387
2000-01-08 12:35:00,0.12082153501601296,0.08766108108398703,0.2084826161,0.0,4.358209840917869,0.0,0.0,0.0,0.0,1.0,0.08766108108398703,0.08766108108398703
2000-01-08 12:40:00,0.12178787694903928,0.08669473915096071,0.2084826161,0.0,4.353851631076951,0.0,0.0,0.0,0.0,1.0,0.08669473915096071,0.08669473915096071
2000-01-08 12:45:00,0.12275421887999999,0.08572839722,0.2084826161,0.0,4.3494977794458745,0.0,0.0,0.0,0.0,1.0,0.08572839722,0.08572839722
2000-01-08 12:50:00,0.12374175279485387,0.08474086330514612,0.2084826161,0.0,4.345148281666429,0.0,0.0,0.0,0.0,1.0,0.08474086330514612,0.08474086330514612
2000-01-08 12:55:00,0.12473019890967041,0.08375241719032958,0.2084826161,0.0,4.340803133384762,0.0,0.0,0.0,0.0,1.0,0.08375241719032958,0.08375241719032958
2000-01-08 13:00:00,0.12571864502448696,0.08276397107551303,0.2084826161,0.0,4.336462330251377,0.0,0.0,0.0,0.0,1.0,0.08276397107551303,0.08276397107551303
2000-01-08 13:05:00,0.12670623724,0.08177637886,0.2084826161,0.0,4.332125867921126,0.0,0.0,0.0,0.0,1.0,0.08177637886,0.08177637886
2000-01-08 13:10:00,0.12769379263985942,0.08078882346014056,0.2084826161,0.0,4.327793742053204,0.0,0.0,0.0,0.0,1.0,0.08078882346014056,0.08078882346014056
2000-01-08 13:15:00,0.12868134804304693,0.07980126805695308,0.2084826161,0.0,4.323465948311151,0.0,0.0,0.0,0.0,1.0,0.07980126805695308,0.07980126805695308
2000-01-08 13:20:00,0.13120601824930228,0.07727659785069772,0.2084826161,0.0,4.31914248236284,0.0,0.0,0.0,0.0,1.0,0.07727659785069772,0.07727659785069772
2000-01-08 13:25:00,0.13379704400244716,0.07468557209755283,0.2084826161,0.0,4.314823339880477,0.0,0.0,0.0,0.0,1.0,0.07468557209755283,0.07468557209755283
2000-01-08 13:30:00,0.13638806975559206,0.07209454634440793,0.2084826161,0.0,4.3105085165405965,0.0,0.0,0.0,0.0,1.0,0.07209454634440793,0.07209454634440793
2000-01-08 13:35:00,0.13897497443,0.06950764167,0.2084826161,0.0,4.306198008024056,0.0,0.0,0.0,0.0,1.0,0.06950764167,0.06950764167
2000-01-08 13:40:00,0.14156170095204462,0.06692091514795537,0.2084826161,0.0,4.301891810016032,0.0,0.0,0.0,0.0,1.0,0.06692091514795537,0.06692091514795537
2000-01-08 13:45:00,0.14414842747113266,0.06433418862886733,0.2084826161,0.0,4.297589918206016,0.0,0.0,0.0,0.0,1.0,0.06433418862886733,0.06433418862886733
2000-01-08 13:50:00,0.14671620948895517,0.06176640661104482,0.2084826161,0.0,4.29329232828781,0.0,0.0,0.0,0.0,1.0,0.06176640661104482,0.06176640661104482
2000-01-08 13:55:00,0.14928317133989152,0.059199444760108466,0.2084826161,0.0,4.288999035959523,0.0,0.0,0.0,0.0,1.0,0.059199444760108466,0.059199444760108466
2000-01-08 14:00:00,0.15185013319082882,0.05663248290917117,0.2084826161,0.0,4.284710036923563,0.0,0.0,0.0,0.0,1.0,0.05663248290917117,0.05663248290917117
2000-01-08 14:05:00,0.15441602774,0.054066588359999994,0.2084826161,0.0,4.28042532688664,0.0,0.0,0.0,0.0,1.0,0.054066588359999994,0.054066588359999994
2000-01-08 14:10:00,0.15698187601274532,0.05150074008725465,0.2084826161,0.0,4.2761449015597535,0.0,0.0,0.0,0.0,1.0,0.05150074008725465,0.05150074008725465
