timestamp,electricity_demand_rate_W,produced_electricity_rate_W,drybulb_C,relhum_percent,Global Horizontal Radiation,dni_Wm2,dhi_Wm2,Wind Speed (m/s),wdir_deg,ev_status,tar_s,tar_w,tar_sw,tar_flat,tar_tou,Pgrid,Ppv,Load,PBESS,EBESS,Pev,Eev,ev_status_env,PBESS_cmd,Pev_cmd
2000-01-08 18:05:00,1729.927885,0.0,2.093613904,93.0,0.0,0.0,0.0,219.0,7.5,0.0,1.074,0.994595014,1.068595014,1,1.3,-0.14317058210841638,0.0,1.729927897453308,-1.8730984671084165,4.187387228012085,0.0,0.0,0.0,-1.7299278850000002,0.0
2000-01-08 18:10:00,1726.811442,0.0,2.085281443,93.0,0.0,0.0,0.0,219.0,7.5,0.0,1.074,0.994595014,1.068595014,1,1.3,-0.14113346032552587,0.0,1.726811408996582,-1.867944902325526,4.031725227832794,0.0,0.0,0.0,-1.726811442,0.0
2000-01-08 18:15:00,1723.694999,0.0,2.076948982,93.0,0.0,0.0,0.0,219.0,7.5,0.0,1.074,0.994595014,1.068595014,1,1.3,-0.13910149210740475,0.0,1.7236950397491455,-1.8627964911074049,3.8764920830726624,0.0,0.0,0.0,-1.7236949990000001,0.0
2000-01-08 18:20:00,2299.452661,0.0,2.06861652,93.0,0.0,0.0,0.0,219.0,7.5,0.0,1.074,0.994595014,1.068595014,1,1.3,-0.16754173045840526,0.0,2.299452543258667,-2.466994391458405,3.6709094047546387,0.0,0.0,0.0,-2.2994526609999997,0.0
2000-01-08 18:25:00,2900.919655,0.0,2.060284059,93.0,0.0,0.0,0.0,219.0,7.5,0.0,1.074,0.994595014,1.068595014,1,1.3,-0.19673089364589824,0.0,2.9009196758270264,-3.0976505486458983,3.4127718210220337,0.0,0.0,0.0,-2.900919655,0.0
2000-01-08 18:30:00,3502.38665,0.0,2.051951598,93.0,0.0,0.0,0.0,219.0,7.5,0.0,1.074,0.994595014,1.068595014,1,1.3,-0.2252894007288262,0.0,3.5023865699768066,-3.7276760507288262,3.1021320819854736,0.0,0.0,0.0,-3.50238665,0.0
2000-01-08 18:35:00,3552.51812,0.0,2.043619136,93.0,0.0,0.0,0.0,219.0,7.5,0.0,1.074,0.994595014,1.068595014,1,1.3,-0.2242002230991531,0.0,3.552518129348755,-3.7767183430991533,2.787405550479889,0.0,0.0,0.0,-3.5525181200000002,0.0
2000-01-08 18:40:00,3578.12899,0.0,2.035286675,93.0,0.0,0.0,0.0,219.0,7.5,0.0,1.074,0.994595014,1.068595014,1,1.3,-0.22177144528236914,0.0,3.5781290531158447,-3.7999004352823693,2.470747232437134,0.0,0.0,0.0,-3.57812899,0.0
2000-01-08 18:45:00,3603.739859,0.0,2.026954214,93.0,0.0,0.0,0.0,219.0,7.5,0.0,1.074,0.994595014,1.068595014,1,1.3,-0.21931948532077383,0.0,3.6037399768829346,-3.8230593443207734,2.1521589159965515,0.0,0.0,0.0,-3.6037398589999996,0.0
2000-01-08 18:50:00,2806.508607,0.0,2.018621752,93.0,0.0,0.0,0.0,219.0,7.5,0.0,1.074,0.994595014,1.068595014,1,1.3,-0.1735368863974993,0.0,2.8065085411071777,-2.9800454933974994,1.9038218259811401,0.0,0.0,0.0,-2.806508607,0.0
2000-01-08 18:55:00,1972.63028,0.0,2.010289291,93.0,0.0,0.0,0.0,219.0,7.5,0.0,1.074,0.994595014,1.068595014,1,1.3,-0.12666850790410544,0.0,1.972630262374878,-2.0992987879041056,1.7288802564144135,0.0,0.0,0.0,-1.9726302800000002,0.0
2000-01-08 19:00:00,1138.751953,0.0,2.00195683,93.0,0.0,0.0,0.0,219.0,7.5,0.0,1.074,0.994258282,1.068258282,1,1.3,-0.0806808761162019,0.0,1.1387519836425781,-1.2194328291162018,1.6272608935832977,0.0,0.0,0.0,-1.1387519529999999,0.0
2000-01-08 19:05:00,1324.485115,0.0,2.006375631,93.0,0.0,0.0,0.0,219.0,7.487248737,0.0,1.074,0.994258282,1.068258282,1,1.3,-0.08923687286603155,0.0,1.3244850635528564,-1.4137219878660314,1.5094506740570068,0.0,0.0,0.0,-1.3244851149999999,0.0
2000-01-08 19:10:00,1555.692407,0.0,2.014708093,93.0,0.0,0.0,0.0,219.0,7.470583815,0.0,1.074,0.994258282,1.068258282,1,1.3,-0.09999195572027242,0.0,1.555692434310913,-1.6556843627202724,1.371476948261261,0.0,0.0,0.0,-1.555692407,0.0
2000-01-08 19:15:00,1786.8997,0.0,2.023040554,93.0,0.0,0.0,0.0,219.0,7.453918892,0.0,1.074,0.994258282,1.068258282,1,1.3,-0.11050507625228723,0.0,1.7868996858596802,-1.8974047762522872,1.2133599072694778,0.0,0.0,0.0,-1.7868997,0.0
2000-01-08 19:20:00,1785.921906,0.0,2.031373015,93.0,0.0,0.0,0.0,219.0,7.437253969,0.0,1.074,0.994258282,1.068258282,1,1.3,-0.10855620863393112,0.0,1.7859219312667847,-1.8944781146339311,1.055486723780632,0.0,0.0,0.0,-1.785921906,0.0
2000-01-08 19:25:00,1774.574318,0.0,2.039705477,93.0,0.0,0.0,0.0,219.0,7.420589047,0.0,1.074,0.994258282,1.068258282,1,1.3,-0.10606448904561239,0.0,1.7745742797851562,-1.8806388070456124,0.898766815662384,0.0,0.0,0.0,-1.774574318,0.0
2000-01-08 19:30:00,1763.22673,0.0,2.048037938,93.0,0.0,0.0,0.0,219.0,7.403924124,0.0,1.074,0.994258282,1.068258282,1,1.3,-0.10358660876488135,0.0,1.7632267475128174,-1.8668133387648815,0.7431990653276443,0.0,0.0,0.0,-1.7632267300000002,0.0
2000-01-08 19:35:00,1832.538438,0.0,2.056370399,93.0,0.0,0.0,0.0,219.0,7.387259201,0.0,1.074,0.994258282,1.068258282,1,1.3,-0.10536778005769709,0.0,1.8325384855270386,-1.9379062180576971,0.5817068740725517,0.0,0.0,0.0,-1.832538438,0.0
2000-01-08 19:40:00,1905.457556,0.0,2.064702861,93.0,0.0,0.0,0.0,219.0,7.370594279,0.0,1.074,0.994258282,1.068258282,1,1.3,1.089265279500761,0.0,1.9054574966430664,-0.8161922764992391,0.513690859079361,0.0,0.0,0.0,-0.7687512044266205,0.0
2000-01-08 19:45:00,1978.376675,0.0,2.073035322,93.0,0.0,0.0,0.0,219.0,7.353929356,0.0,1.074,0.994258282,1.068258282,1,1.3,1.9722123849105453,0.0,1.9783766269683838,-0.006164290089454738,0.5131771415472031,0.0,0.0,0.0,0.0,0.0
2000-01-08 19:50:00,1938.685171,0.0,2.081367783,93.0,0.0,0.0,0.0,219.0,7.337264434,0.0,1.074,0.994258282,1.068258282,1,1.3,1.9325270452006345,0.0,1.9386851787567139,-0.006158125799365699,0.5126639828085899,0.0,0.0,0.0,0.0,0.0
2000-01-08 19:55:00,1893.950247,0.0,2.089700244,93.0,0.0,0.0,0.0,219.0,7.320599511,0.0,1.074,0.994258282,1.068258282,1,1.3,1.8877982793264343,0.0,1.8939502239227295,-0.006151967673565739,0.5121513083577156,0.0,0.0,0.0,0.0,0.0
2000-01-08 20:00:00,1849.215323,0.0,2.098032706,93.0,0.0,0.0,0.0,219.0,7.303934588,0.0,1.074,0.994208458,1.068208458,1,1.3,1.8430695072941068,0.0,1.8492152690887451,-0.006145815705893121,0.5116391554474831,0.0,0.0,0.0,0.0,0.0
2000-01-08 20:05:00,1799.149556,0.0,2.119095501,93.06365167,0.0,0.0,0.0,218.9363483,7.268174165,0.0,1.074,0.994208458,1.068208458,1,1.3,1.793009886109814,0.0,1.799149513244629,-0.006139669890186106,0.5111275240778923,0.0,0.0,0.0,0.0,0.0
2000-01-08 20:10:00,1748.844707,0.0,2.144092885,93.14697628,0.0,0.0,0.0,218.8530237,7.226511858,0.0,1.074,0.994208458,1.068208458,1,1.3,1.7427111767797037,0.0,1.7488447427749634,-0.006133530220296279,0.5106163769960403,0.0,0.0,0.0,0.0,0.0
2000-01-08 20:15:00,1698.539859,0.0,2.169090269,93.2303009,0.0,0.0,0.0,218.7696991,7.184849551,0.0,1.074,0.994208458,1.068208458,1,1.3,1.6924124623099235,0.0,1.6985398530960083,-0.006127396690076559,0.5101057887077332,0.0,0.0,0.0,0.0,0.0
2000-01-08 20:20:00,1323.180749,0.0,2.194087653,93.31362551,0.0,0.0,0.0,218.6863745,7.143187245,0.0,1.074,0.994208458,1.068208458,1,1.3,1.3170594797066135,0.0,1.3231807947158813,-0.006121269293386522,0.5095956847071648,0.0,0.0,0.0,0.0,0.0
2000-01-08 20:25:00,933.2231335,0.0,2.219085037,93.39695012,0.0,0.0,0.0,218.6030499,7.101524938,0.0,1.074,0.994208458,1.068208458,1,1.3,0.9271079854759076,0.0,0.9332231283187866,-0.006115148024092409,0.5090860649943352,0.0,0.0,0.0,0.0,0.0
2000-01-08 20:30:00,543.2655175,0.0,2.244082421,93.48027474,0.0,0.0,0.0,218.5197253,7.059862632,0.0,1.074,0.994208458,1.068208458,1,1.3,0.5371564846239315,0.0,0.5432655215263367,-0.006109032876068454,0.5085770040750504,0.0,0.0,0.0,0.0,0.0
2000-01-08 20:35:00,944.3729914,0.0,2.269079805,93.56359935,0.0,0.0,0.0,218.4364007,7.018200325,0.0,1.074,0.994208458,1.068208458,1,1.3,0.9382700675568072,0.0,0.9443730115890503,-0.006102923843192887,0.5080684274435043,0.0,0.0,0.0,0.0,0.0
2000-01-08 20:40:00,1381.057279,0.0,2.294077189,93.64692396,0.0,0.0,0.0,218.353076,6.976538019,0.0,1.074,0.994208458,1.068208458,1,1.3,1.374960458080651,0.0,1.3810572624206543,-0.006096820919349266,0.5075603350996971,0.0,0.0,0.0,0.0,0.0
2000-01-08 20:45:00,1817.741567,0.0,2.319074573,93.73024858,0.0,0.0,0.0,218.2697514,6.934875712,0.0,1.074,0.994208458,1.068208458,1,1.3,1.8116508429015696,0.0,1.8177415132522583,-0.006090724098430478,0.5070527642965317,0.0,0.0,0.0,0.0,0.0
2000-01-08 20:50:00,1836.230558,0.0,2.344071957,93.81357319,0.0,0.0,0.0,218.1864268,6.893213406,0.0,1.074,0.994208458,1.068208458,1,1.3,1.830145924625668,0.0,1.8362305164337158,-0.006084633374332071,0.506545715034008,0.0,0.0,0.0,0.0,0.0
2000-01-08 20:55:00,1835.885855,0.0,2.36906934,93.8968978,0.0,0.0,0.0,218.1031022,6.851551099,0.0,1.074,0.994208458,1.068208458,1,1.3,1.8298073062590423,0.0,1.8358858823776245,-0.00607854874095759,0.5060391873121262,0.0,0.0,0.0,0.0,0.0
2000-01-08 21:00:00,1835.541152,0.0,2.394066724,93.98022241,0.0,0.0,0.0,218.0197776,6.809888793,0.0,1.074,0.9947575133333334,1.0687575133333334,1,1.3,1.829468681807784,0.0,1.8355411291122437,-0.006072470192215906,0.5055331438779831,0.0,0.0,0.0,0.0,0.0
2000-01-08 21:05:00,1841.672426,0.0,2.4,94.0,0.0,0.0,0.0,217.8729059,6.755517081,0.0,1.074,0.9947575133333334,1.0687575133333334,1,1.3,1.8356060282779763,0.0,1.841672420501709,-0.006066397722023886,0.5050276219844818,0.0,0.0,0.0,0.0,0.0
2000-01-08 21:10:00,1848.095754,0.0,2.4,94.0,0.0,0.0,0.0,217.7062567,6.697189852,0.0,1.074,0.9947575133333334,1.0687575133333334,1,1.3,1.8420354226756976,0.0,1.8480957746505737,-0.006060331324302393,0.5045225843787193,0.0,0.0,0.0,0.0,0.0
2000-01-08 21:15:00,1854.519081,0.0,2.4,94.0,0.0,0.0,0.0,217.5396075,6.638862622,0.0,1.074,0.9947575133333334,1.0687575133333334,1,1.3,1.8484648100070222,0.0,1.8545191287994385,-0.006054270992977617,0.5040180683135986,0.0,0.0,0.0,0.0,0.0
2000-01-08 21:20:00,1836.46447,0.0,2.4,94.0,0.0,0.0,0.0,217.3729583,6.580535393,0.0,1.074,0.9947575133333334,1.0687575133333334,1,1.3,1.8304162532780148,0.0,1.836464524269104,-0.006048216721985078,0.5035140365362167,0.0,0.0,0.0,0.0,0.0
2000-01-08 21:25:00,1817.304428,0.0,2.4,94.0,0.0,0.0,0.0,217.206309,6.522208164,0.0,1.074,0.9947575133333334,1.0687575133333334,1,1.3,1.811262259494737,0.0,1.8173043727874756,-0.006042168505262957,0.5030105262994766,0.0,0.0,0.0,0.0,0.0
2000-01-08 21:30:00,1798.144385,0.0,2.4,94.0,0.0,0.0,0.0,217.0396598,6.463880935,0.0,1.074,0.9947575133333334,1.0687575133333334,1,1.3,1.7921082586632426,0.0,1.7981443405151367,-0.00603612633675743,0.5025075003504753,0.0,0.0,0.0,0.0,0.0
2000-01-08 21:35:00,1392.040169,0.0,2.4,94.0,0.0,0.0,0.0,216.8730106,6.405553706,0.0,1.074,0.9947575133333334,1.0687575133333334,1,1.3,1.3860100787895788,0.0,1.3920401334762573,-0.006030090210421335,0.5020049959421158,0.0,0.0,0.0,0.0,0.0
2000-01-08 21:40:00,968.4372985,0.0,2.4,94.0,0.0,0.0,0.0,216.7063614,6.347226477,0.0,1.074,0.9947575133333334,1.0687575133333334,1,1.3,0.9624132383797899,0.0,0.9684373140335083,-0.006024060120210173,0.501503013074398,0.0,0.0,0.0,0.0,0.0
2000-01-08 21:45:00,544.8344285,0.0,2.4,94.0,0.0,0.0,0.0,216.5397121,6.288899248,0.0,1.074,0.9947575133333334,1.0687575133333334,1,1.3,0.5388163924399099,0.0,0.5448344349861145,-0.006018036060090104,0.5010015144944191,0.0,0.0,0.0,0.0,0.0
2000-01-08 21:50:00,950.3611114,0.0,2.4,94.0,0.0,0.0,0.0,216.3730629,6.230572018,0.0,1.074,0.9947575133333334,1.0687575133333334,1,1.3,0.9443490933759701,0.0,0.9503611326217651,-0.0060120180240299526,0.500500500202179,0.0,0.0,0.0,0.0,0.0
2000-01-08 21:55:00,950.3611114,0.0,2.4,94.0,0.0,0.0,0.0,216.3730629,6.230572018,0.0,1.074,0.9947575133333334,1.0687575133333334,1,1.3,0.9443551053939935,0.0,0.9503611326217651,-0.006006006006006537,0.5000000074505806,0.0,0.0,0.0,0.0,0.0
2000-01-08 22:00:00,1836.508816,0.0,2.4,94.0,0.0,0.0,0.0,216.0397645,6.11391756,0.313632112,1.074,0.9964432905833333,1.0704432905833334,1,0.7,-1.0156111134532593,0.0,1.836508870124817,4.744,0.8953333646059036,-7.596119929453259,8.775953650474548,1.0,5.0,-6.836507936507936
2000-01-08 22:05:00,1614.169194,0.0,2.431721192,93.93655762,0.0,0.0,0.0,215.6827881,6.080967285,0.313632112,1.074,0.9964432905833333,1.0704432905833334,1,0.7,-0.4421764115564266,0.0,1.6141692399978638,-4.099360075561602,0.5537199974060059,2.0430144700051756,8.94620418548584,1.0,-3.884185271783522,2.270016077783522
2000-01-08 22:10:00,1361.654792,0.0,2.473383499,93.853233,0.0,0.0,0.0,215.266165,6.055969901,0.313632112,1.074,0.9964432905833333,1.0704432905833334,1,0.7,1.355010152075561,0.0,1.3616547584533691,-0.0066446399244388665,0.5531662702560425,0.0,8.94620418548584,1.0,0.0,0.0
2000-01-08 22:15:00,1109.140389,0.0,2.515045805,93.76990839,0.0,0.0,0.0,214.8495419,6.030972517,0.313632112,1.074,0.9964432905833333,1.0704432905833334,1,0.7,1.102502393715486,0.0,1.109140396118164,-0.00663799528451392,0.5526131018996239,0.0,8.94620418548584,1.0,0.0,0.0
2000-01-08 22:20:00,847.8148659,0.0,2.556708112,93.68658378,0.0,0.0,0.0,214.4329189,6.005975133,0.313632112,1.074,0.9964432905833333,1.0704432905833334,1,0.7,0.8411835086107702,0.0,0.8478148579597473,-0.006631357289229811,0.55206049233675,0.0,8.94620418548584,1.0,0.0,0.0
2000-01-08 22:25:00,586.0892316,0.0,2.598370418,93.60325916,0.0,0.0,0.0,214.0162958,5.980977749,0.313632112,1.074,0.9964432905833333,1.0704432905833334,1,0.7,0.5794645056680601,0.0,0.5860892534255981,-0.006624725931939857,0.551508441567421,0.0,8.94620418548584,1.0,0.0,0.0
2000-01-08 22:30:00,324.3635973,0.0,2.640032725,93.51993455,0.0,0.0,0.0,213.5996728,5.955980365,0.313632112,1.074,0.9964432905833333,1.0704432905833334,1,0.7,0.31774549609399194,0.0,0.3243635892868042,-0.006618101206008031,0.5509569123387337,0.0,8.94620418548584,1.0,0.0,0.0
2000-01-08 22:35:00,259.4167051,0.0,2.681695031,93.43660994,0.0,0.0,0.0,213.1830497,5.930982981,0.313632112,1.074,0.9964432905833333,1.0704432905833334,1,0.7,0.25280522199519767,0.0,0.25941669940948486,-0.006611483104802307,0.5504059791564941,0.0,8.94620418548584,1.0,0.0,0.0
2000-01-08 22:40:00,203.4177705,0.0,2.723357338,93.35328532,0.0,0.0,0.0,212.7664266,5.905985597,0.313632112,1.074,0.9964432905833333,1.0704432905833334,1,0.7,0.19681289887830267,0.0,0.20341776311397552,-0.006604871621697317,0.5498555675148964,0.0,8.94620418548584,1.0,0.0,0.0
2000-01-08 22:45:00,147.418836,0.0,2.765019644,93.26996071,0.0,0.0,0.0,212.3498036,5.880988213,0.313632112,1.074,0.9964432905833333,1.0704432905833334,1,0.7,0.1408205692499243,0.0,0.14741884171962738,-0.0065982667500756875,0.5493057146668434,0.0,8.94620418548584,1.0,0.0,0.0
2000-01-08 22:50:00,144.98,0.0,2.806681951,93.1866361,0.0,0.0,0.0,211.9331805,5.855990829,0.313632112,1.074,0.9964432905833333,1.0704432905833334,1,0.7,0.13838833151667462,0.0,0.14497999846935272,-0.006591668483325375,0.5487563833594322,0.0,8.94620418548584,1.0,0.0,0.0
2000-01-08 22:55:00,144.98,0.0,2.848344257,93.10331149,0.0,0.0,0.0,211.5165574,5.830993446,0.313632112,1.074,0.9964432905833333,1.0704432905833334,1,0.7,0.13839492318515767,0.0,0.14497999846935272,-0.006585076814842328,0.5482076480984688,0.0,8.94620418548584,1.0,0.0,0.0
2000-01-08 23:00:00,144.98,0.0,2.890006564,93.01998687,0.0,0.0,0.0,211.0999344,5.805996062,0.313632112,1.074,0.999157749,1.073157749,1,0.7,0.13840150826197217,0.0,0.14497999846935272,-0.006578491738027825,0.5476594343781471,0.0,8.94620418548584,1.0,0.0,0.0
2000-01-08 23:05:00,144.98,0.0,2.9,93.06333774,0.0,0.0,0.0,210.6833113,5.793666226,0.313632112,1.074,0.999157749,1.073157749,1,0.7,0.1384080867537102,0.0,0.14497999846935272,-0.006571913246289807,0.5471117794513702,0.0,8.94620418548584,1.0,0.0,0.0
